apara,areamin,bandpass_bpass,bandpass_strel,bwareafilt_param_1,bwareafilt_param_2,bwareaopen_param,crop,distmax_dis,distmax_parallel,distmin_dis,distmin_parallel,imgauss_param,malmin,perimin,x1,x2,y1,y2
15,70,1,1,60,150,30,0,30,25,0,0,2,7,15,0,200,0,200
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"USE FOR FILE #: 6, 8, 9.",,,,,,,,,,,,,,,,,,
